,gen,nevals,new_hof,coverage_avg,coverage_std,coverage_min,coverage_max,altitude_avg,altitude_std,altitude_min,altitude_max,costs_avg,costs_std,costs_min,costs_max
77,77,50,1,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
78,78,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
79,79,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
80,80,50,4,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
81,81,50,2,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
82,82,50,3,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
83,83,50,2,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
84,84,50,1,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
85,85,50,1,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
86,86,50,4,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
87,87,50,1,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
88,88,50,1,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
89,89,50,0,1.0,0.0,1.0,1.0,757.7,62.393028456711406,511.0,854.0,90.04,21.62032377185874,70.0,180.0
90,90,50,2,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
91,91,50,1,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
92,92,50,4,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
93,93,50,2,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
94,94,50,1,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
95,95,50,0,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
96,96,50,1,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
97,97,50,4,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
98,98,50,2,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
99,99,50,3,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
100,100,50,2,1.0,0.0,1.0,1.0,757.16,62.38376711933962,511.0,854.0,90.88,22.178043195917894,70.0,180.0
